sale_no,Address,CouncilArea,YearBuilt,BuildingArea,Car,Price,Date,Method,SellerG
9526,62 Davisson St,Whittlesea,1980.0,159.0,3.0,660000.0,17/06/2017,SP,Purplebricks
9527,10 Efficient St,Whittlesea,2012.0,190.0,2.0,568000.0,17/06/2017,S,Ray
9528,23 Longwood Dr,Whittlesea,1980.0,166.0,2.0,680000.0,17/06/2017,S,Harcourts
9529,1/18 Balmoral St,Moonee Valley,1970.0,84.0,1.0,580000.0,17/06/2017,S,Barry
9530,1/96 Cooper St,Moonee Valley,2003.0,142.0,2.0,970000.0,17/06/2017,S,Nelson
9531,16 Glass St,Moonee Valley,2007.0,,2.0,1100000.0,17/06/2017,VB,Brad
9532,2/31 Leslie Rd,Moonee Valley,,,1.0,485000.0,17/06/2017,S,Barry
9533,37 McPhail St,Moonee Valley,1940.0,122.0,1.0,1195000.0,17/06/2017,S,Jellis
9534,11 Waverley St,Moonee Valley,1900.0,170.0,3.0,1155000.0,17/06/2017,PI,Brad
9535,2/9 Grace St,Moonee Valley,2012.0,149.0,1.0,800000.0,17/06/2017,PI,Frank
9536,3/26 Renown St,Moonee Valley,2009.0,,1.0,685000.0,17/06/2017,SP,Nelson
9537,1/22 Rathmines St,Darebin,,,1.0,667000.0,17/06/2017,S,Nelson
9538,28 Princess St,Moreland,1990.0,194.0,2.0,1018000.0,17/06/2017,S,Jellis
9539,50 Carlisle Rd,Knox,2001.0,789.0,2.0,1100000.0,17/06/2017,S,Schroeder
9540,15 Argyle St,Yarra,1950.0,200.0,1.0,1394000.0,17/06/2017,S,Jellis
9541,41 Miller St,Yarra,,180.0,0.0,1600000.0,17/06/2017,VB,Nelson
9542,35/86 Queens Pde,Yarra,,,2.0,620000.0,17/06/2017,VB,Nelson
9543,371 Rae St,Yarra,1890.0,,0.0,1270000.0,17/06/2017,S,Nelson
9544,9/3 Gordon St,Maribyrnong,1970.0,46.0,1.0,240000.0,17/06/2017,SA,Trimson
9545,18/55 Moreland St,Maribyrnong,,,2.0,855000.0,17/06/2017,S,Jas
9546,5/232 Nicholson St,Maribyrnong,1888.0,53.0,0.0,310000.0,17/06/2017,PI,Burnham
9547,36 Southampton St,Maribyrnong,,,0.0,910000.0,17/06/2017,S,Sweeney
9548,47 Glebe St,Whitehorse,,,2.0,1177000.0,17/06/2017,S,Noel
9549,31 Norma Rd,Whitehorse,,,2.0,1131000.0,17/06/2017,S,Jellis
9550,60 Hamilton St,Macedon Ranges,1930.0,110.0,2.0,540000.0,17/06/2017,SA,McDonald
9551,305 Carrick Dr,Hume,1975.0,221.0,3.0,691000.0,17/06/2017,S,Barry
9552,328 Carrick Dr,Hume,,,2.0,675000.0,17/06/2017,SP,YPA
9553,5 Clarke Dr,Hume,,,1.0,660000.0,17/06/2017,S,Barry
9554,18 Ellis Rd,Stonnington,,,3.0,2305000.0,17/06/2017,S,Jellis
9555,65 Gardiner Pde,Boroondara,1928.0,,2.0,1650000.0,17/06/2017,PI,hockingstuart
9556,53 Campbell St,Monash,1992.0,292.0,2.0,3056000.0,17/06/2017,PI,VICProp
9557,24 Florence St,Monash,,,0.0,1900000.0,17/06/2017,PI,Harcourts
9558,7 Kinnoull Gr,Monash,1960.0,119.0,2.0,2650000.0,17/06/2017,PI,Jellis
9559,10/18 Tulloch Gr,Monash,2002.0,133.0,2.0,655000.0,17/06/2017,S,Harcourts
9560,4 Turner Ct,Monash,1980.0,181.0,2.0,1550000.0,17/06/2017,S,Harcourts
9561,20 Walter St,Monash,,,2.0,1715000.0,17/06/2017,S,Barry
9562,80 Gowrie St,Moreland,1960.0,131.27,2.0,780000.0,17/06/2017,S,Stockdale
9563,3/43 Grandview St,Moreland,1980.0,,1.0,422000.0,17/06/2017,S,YPA
9564,200 West St,Moreland,1960.0,133.0,3.0,780000.0,17/06/2017,S,Eview
9565,82 Gowanbrae Dr,Moreland,2000.0,210.0,4.0,945000.0,17/06/2017,S,Nelson
9566,17 Arkley Dr,Hume,2000.0,154.0,2.0,645000.0,17/06/2017,S,Barry
9567,19 Oxford St,Moreland,,,1.0,785000.0,17/06/2017,S,Barry
9568,11 Walter St,Moreland,,,2.0,810000.0,17/06/2017,S,Philip
9569,11 Turanga Pl,Casey,1995.0,167.87,4.0,601000.0,17/06/2017,S,REMAX
9570,12/45 Grenville St,Bayside,2005.0,99.0,2.0,970000.0,17/06/2017,S,Buxton
9571,10/78 Holyrood St,Bayside,,,2.0,805000.0,17/06/2017,S,Charlton
9572,87 Mills St,Bayside,1934.0,,3.0,2120000.0,17/06/2017,S,Buxton
9573,7 Wave St,Bayside,1990.0,,1.0,2100000.0,17/06/2017,S,Marshall
9574,2/5 Denham St,Boroondara,1970.0,,1.0,762000.0,17/06/2017,S,Marshall
9575,3 Johnson St,Boroondara,,,2.0,2053000.0,17/06/2017,S,Abercromby's
9576,49 Lisson Gr,Boroondara,1863.0,284.0,4.0,7650000.0,17/06/2017,S,Abercromby's
9577,41/168 Power St,Boroondara,1970.0,53.0,1.0,375000.0,17/06/2017,S,Domain
9578,14/181 Power St,Boroondara,,,1.0,525000.0,17/06/2017,PI,Walshe
9579,8/8 Wallen Rd,Boroondara,2000.0,136.0,2.0,1080000.0,17/06/2017,S,Jellis
9580,536 Barkers Rd,Boroondara,1920.0,,2.0,2225000.0,17/06/2017,VB,Jellis
9581,11 Condor St,Boroondara,2000.0,274.0,2.0,2855000.0,17/06/2017,PI,Noel
9582,10 Mowbray St,Boroondara,1984.0,304.0,3.0,3255000.0,17/06/2017,PI,Kay
9583,103 Pleasant Rd,Boroondara,,,3.0,2200000.0,17/06/2017,VB,Jellis
9584,162 Bedford Rd,Maroondah,,,1.0,655000.0,17/06/2017,S,Philip
9585,8 Madigan Ct,Maroondah,,,1.0,670000.0,17/06/2017,S,Ray
9586,3/5 Austral Ct,Banyule,2000.0,140.0,2.0,828000.0,17/06/2017,S,Miles
9587,57 Quinn St,Banyule,1950.0,237.0,2.0,1230000.0,17/06/2017,S,Nelson
9588,1/5 Glover St,Banyule,1950.0,105.0,2.0,590000.0,17/06/2017,S,Victory
9589,14 Avoca St,Bayside,,,1.0,1155000.0,17/06/2017,PI,Buxton
9590,6 Muir St,Bayside,,,2.0,1220000.0,17/06/2017,SP,Buxton
9591,3/46 Tibrockney St,Bayside,1970.0,,1.0,548000.0,17/06/2017,S,Smart
9592,22 Hillcrest Dr,Melton,,,2.0,935000.0,17/06/2017,S,Prof.
9593,2 Bowden St,Wyndham,,115.0,4.0,555000.0,17/06/2017,S,hockingstuart
9594,27 Cameron Dr,Wyndham,,,2.0,535000.0,17/06/2017,S,hockingstuart
9595,23 Beauford St,Monash,,180.0,2.0,1093800.0,17/06/2017,S,Ray
9596,50 Ross St,Monash,1960.0,151.0,2.0,1145000.0,17/06/2017,S,Ray
9597,12 Wilfred Rd,Banyule,,,2.0,1853000.0,17/06/2017,S,Ray
9598,3 Serica Ct,Brimbank,1978.0,183.97,4.0,550000.0,17/06/2017,VB,Sweeney
9599,6 Mark St,Moonee Valley,,,2.0,1120000.0,17/06/2017,S,Barry
9600,68 Nyah St,Moonee Valley,,,2.0,1001000.0,17/06/2017,S,Nelson
9601,7 Collinson St,Brimbank,,,2.0,690000.0,17/06/2017,PI,Barry
9602,18 Altona St,Melbourne,,,0.0,1070000.0,17/06/2017,S,Biggin
9603,105/18 Bent St,Melbourne,2010.0,90.0,1.0,730000.0,17/06/2017,SP,Nelson
9604,17/16 Mawbey St,Melbourne,2001.0,60.0,1.0,392000.0,17/06/2017,SP,Rendina
9605,24 McConnell St,Melbourne,1890.0,95.0,0.0,1150000.0,17/06/2017,S,Hodges
9606,54 McConnell St,Melbourne,1982.0,96.0,0.0,1415000.0,17/06/2017,SP,Biggin
9607,7/11 Smith St,Melbourne,2011.0,,1.0,370000.0,17/06/2017,SP,Rendina
9608,871 Glenferrie Rd,Boroondara,1940.0,285.0,2.0,3175000.0,17/06/2017,PI,Marshall
9609,2/65 Parkhill Rd,Boroondara,,,3.0,1375000.0,17/06/2017,VB,Jellis
9610,86 Kilby Rd,Boroondara,,,4.0,1975000.0,17/06/2017,S,Marshall
9611,26 Stymie St,Darebin,,40.0,2.0,1250000.0,17/06/2017,S,Ray
9612,62A Williamstown Rd,Maribyrnong,,,1.0,735000.0,17/06/2017,PI,McGrath
9613,11 Bruce St,Whittlesea,1965.0,130.0,2.0,638000.0,17/06/2017,S,Harcourts
9614,34 Cyprus St,Whittlesea,,,4.0,716000.0,17/06/2017,S,Harcourts
9615,6/30 Warrenwood Pl,Frankston,2012.0,,1.0,400000.0,17/06/2017,SP,Mindacom
9616,14 Glenauburn Rd,Banyule,,,2.0,800000.0,17/06/2017,S,Barry
9617,6 Mandrel St,Maribyrnong,2014.0,,1.0,505500.0,17/06/2017,SP,hockingstuart
9618,3 Ash Gr,Stonnington,1910.0,325.0,4.0,2520000.0,17/06/2017,PI,Marshall
9619,6/82 Raleigh Rd,Maribyrnong,1972.0,45.0,1.0,301000.0,17/06/2017,S,Frank
9620,1/89 Wheatley Rd,Glen Eira,,,3.0,960000.0,17/06/2017,S,Buxton
9621,19/300 King St,Melbourne,1999.0,113.0,1.0,740000.0,17/06/2017,VB,MICM
9622,2 Kym Pl,Melton,2004.0,199.5,2.0,420000.0,17/06/2017,S,Ryder
9623,24 Brennan St,Melton,,,3.0,419000.0,17/06/2017,S,hockingstuart
9624,1/32 Albenca St,Kingston,1980.0,141.0,2.0,1051000.0,17/06/2017,S,Obrien
9625,169 Balcombe Rd,Kingston,,,2.0,1700000.0,17/06/2017,S,hockingstuart
9626,5/94 Beach Rd,Kingston,,,1.0,525000.0,17/06/2017,S,Thomson
9627,1/29 Milan St,Kingston,1990.0,300.0,1.0,660000.0,17/06/2017,S,Buxton
9628,1/107 Warrigal Rd,Kingston,1970.0,,1.0,455000.0,17/06/2017,S,Buxton
9629,3 Flowerdale Ct,Whittlesea,,,4.0,517000.0,17/06/2017,S,Harcourts
9630,9 Powlett St,Whittlesea,,,2.0,596000.0,17/06/2017,S,Buckingham
9631,78 Erskine St,Port Phillip,,,1.0,2500000.0,17/06/2017,VB,Greg
9632,15 Randell Ct,Whittlesea,2013.0,236.0,2.0,865000.0,17/06/2017,S,Ray
9633,16 Burnett St,Whitehorse,1950.0,160.0,1.0,1302000.0,17/06/2017,S,Noel
9634,8/12 Irvine St,Whitehorse,2010.0,130.0,2.0,800000.0,17/06/2017,VB,Noel
9635,36 Aberfeldie St,Moonee Valley,1950.0,203.0,2.0,1850000.0,17/06/2017,SP,McDonald
9636,7/110 Maribyrnong Rd,Moonee Valley,2012.0,29.0,0.0,222000.0,17/06/2017,S,Barry
9637,6 Bataba St,Kingston,,,1.0,1289000.0,17/06/2017,S,RT
9638,95 Cardigan Rd,Yarra Ranges,,,2.0,651000.0,17/06/2017,S,Ray
9639,7 Cowley Ct,Yarra Ranges,1970.0,102.0,2.0,581000.0,17/06/2017,S,iTRAK
9640,5 Epsom Rd,Kingston,1995.0,,2.0,1350000.0,17/06/2017,PI,Ray
9641,5 Hanlon Cl,Kingston,2004.0,194.0,2.0,1150000.0,17/06/2017,SP,Ray
9642,6/9 McDonald St,Kingston,1970.0,,1.0,470500.0,17/06/2017,S,hockingstuart
9643,23 Baily St,Monash,,,2.0,1530000.0,17/06/2017,S,Ray
9644,25 Carrol Gr,Monash,1960.0,150.0,2.0,1352000.0,17/06/2017,SP,McGrath
9645,57 Cratloe Rd,Monash,,,2.0,1360000.0,17/06/2017,S,Barry
9646,18 Malcolm Ct,Monash,1970.0,,1.0,1530000.0,17/06/2017,S,Ray
9647,85 Waimarie Dr,Monash,1960.0,249.0,2.0,1728000.0,17/06/2017,S,Jellis
9648,10 Adela Ct,Monash,,446.0,2.0,2000000.0,17/06/2017,S,Ray
9649,2 Emily Ct,Monash,,,2.0,901000.0,17/06/2017,S,Win
9650,13 Excelsior Cct,Monash,,,1.0,757500.0,17/06/2017,S,Ray
9651,13 Merrill St,Monash,,,1.0,757000.0,17/06/2017,S,Barry
9652,18 Vincent St,Monash,1960.0,165.0,4.0,902000.0,17/06/2017,S,Woodards
9653,3/30 Ardyne St,Glen Eira,1998.0,,2.0,900000.0,17/06/2017,S,Barry
9654,3/17 Gerald St,Glen Eira,,,1.0,660000.0,17/06/2017,S,Woodards
9655,12 Lydson St,Glen Eira,1930.0,132.0,2.0,1561000.0,17/06/2017,S,hockingstuart
9656,39 Mirls St,Hobsons Bay,,,1.0,1005000.0,17/06/2017,S,Sweeney
9657,19 Nolan St,Moonee Valley,1950.0,150.0,4.0,1300000.0,17/06/2017,S,Nelson
9658,27 The Avenue,Moonee Valley,,500.0,2.0,1751000.0,17/06/2017,S,Barry
9659,18 Arnold St,Greater Dandenong,,,4.0,635000.0,17/06/2017,S,Purplebricks
9660,8 Baillie St,Melbourne,,,0.0,1000000.0,17/06/2017,S,W.B.
9661,141 Howard St,Melbourne,,,0.0,780000.0,17/06/2017,S,Nick
9662,17/198 Peel St,Melbourne,,,1.0,550000.0,17/06/2017,S,Biggin
9663,10 Balgonie Pl,Darebin,,,0.0,1001000.0,17/06/2017,S,Nelson
9664,4 Barry St,Darebin,,,0.0,905000.0,17/06/2017,PI,Nelson
9665,19 Emmaline St,Darebin,1999.0,,0.0,1305000.0,17/06/2017,SP,McGrath
9666,205 Mitchell St,Darebin,,,2.0,1516000.0,17/06/2017,S,Barry
9667,1/136 St Georges Rd,Darebin,1970.0,,1.0,503000.0,17/06/2017,SP,Jellis
9668,1/3 Saniky St,Monash,1970.0,118.0,1.0,840000.0,17/06/2017,S,Barry
9669,7A Alern Ct,Whitehorse,,212.0,2.0,1430000.0,17/06/2017,S,Barry
9670,11 Plymouth Ct,Whitehorse,,,1.0,913000.0,17/06/2017,S,Fletchers
9671,66 Springvale Rd,Whitehorse,1970.0,274.0,2.0,1060000.0,17/06/2017,SP,hockingstuart
9672,6 West St,Whitehorse,,,2.0,806000.0,17/06/2017,S,McGrath
9673,74 Devereaux St,Moreland,1960.0,115.0,1.0,840000.0,17/06/2017,SP,Nelson
9674,79 New Rd,Moreland,2001.0,190.0,4.0,1071888.0,17/06/2017,SP,Rendina
9675,117A Vincent St,Moreland,2010.0,127.0,1.0,790000.0,17/06/2017,S,Eview
9676,1/17 Claudel St,Monash,2013.0,130.0,1.0,820000.0,17/06/2017,S,Biggin
9677,36 Bossington St,Monash,1950.0,101.0,2.0,1218500.0,17/06/2017,S,hockingstuart
9678,13/37 Murray Rd,Glen Eira,1970.0,75.45,1.0,695000.0,17/06/2017,S,Buxton
9679,46 Davey St,Kingston,1950.0,122.0,2.0,940000.0,17/06/2017,S,Buxton
9680,22 Keith St,Kingston,1970.0,150.0,2.0,1300000.0,17/06/2017,SP,Buxton
9681,7/517 Royal Pde,Melbourne,,,1.0,850000.0,17/06/2017,S,Nelson
9682,603/228 The Avenue,Melbourne,,,1.0,900000.0,17/06/2017,VB,Nelson
9683,54 Prospect St,Moreland,,,5.0,1260000.0,17/06/2017,S,Woodards
9684,21 Stennis St,Moreland,1950.0,165.5,4.0,1199000.0,17/06/2017,S,Nelson
9685,89 Tristania Dr,Wyndham,,,2.0,550000.0,17/06/2017,SP,LJ
9686,280 Nott St,Port Phillip,,,0.0,1355000.0,17/06/2017,S,Greg
9687,380 Ross St,Port Phillip,2015.0,146.0,2.0,1388000.0,17/06/2017,S,Marshall
9688,58 Station St,Port Phillip,,,0.0,964000.0,17/06/2017,S,Cayzer
9689,4 Anchor Pl,Stonnington,,,1.0,1805000.0,17/06/2017,S,Gary
9690,107A Charles St,Stonnington,,,2.0,1420000.0,17/06/2017,S,Whiting
9691,409/10 Hillingdon Pl,Stonnington,,,1.0,735000.0,17/06/2017,S,Beller
9692,104/27 Macquarie St,Stonnington,2015.0,44.0,1.0,440000.0,17/06/2017,SP,Castran
9693,31 Molesworth St,Stonnington,2000.0,,2.0,2200000.0,17/06/2017,PI,hockingstuart
9694,135 Williams Rd,Stonnington,1890.0,263.5,2.0,2300000.0,17/06/2017,VB,RT
9695,35 Leicester St,Darebin,,,2.0,1017500.0,17/06/2017,S,hockingstuart
9696,50 Newcastle St,Darebin,,,1.0,1050000.0,17/06/2017,S,Love
9697,196 Raglan St,Darebin,1950.0,113.0,1.0,840000.0,17/06/2017,PI,McGrath
9698,3/36 Crookston Rd,Darebin,2009.0,100.0,1.0,510000.0,17/06/2017,S,Barry
9699,20 McMahon Rd,Darebin,,,5.0,930000.0,17/06/2017,S,Love
9700,2/65 Purinuan Rd,Darebin,,,2.0,635000.0,17/06/2017,SP,Ray
9701,149 Spring St,Darebin,,,2.0,850000.0,17/06/2017,S,Love
9702,36 Sturdee St,Darebin,1940.0,103.0,2.0,780000.0,17/06/2017,PI,Barry
9703,4 Bell St,Yarra,,,0.0,1172000.0,17/06/2017,S,Collins
9704,182 Buckingham St,Yarra,2008.0,123.0,1.0,1255000.0,17/06/2017,S,Jellis
9705,10 Campbell St,Yarra,1890.0,72.0,1.0,1275000.0,17/06/2017,S,Biggin
9706,51 Garfield St,Yarra,2007.0,149.0,2.0,1120000.0,17/06/2017,S,Biggin
9707,17/47 Mary St,Yarra,1997.0,110.0,1.0,1190000.0,17/06/2017,S,Biggin
9708,2/50 Palmer St,Yarra,2003.0,,1.0,534000.0,17/06/2017,S,hockingstuart
9709,7 Wiltshire St,Yarra,2000.0,81.0,3.0,1425000.0,17/06/2017,S,Marshall
9710,312/45 York St,Yarra,2011.0,,1.0,650000.0,17/06/2017,S,Marshall
9711,3/24 City Rd,Maroondah,1975.0,,2.0,475000.0,17/06/2017,PI,Jellis
9712,4 Norman Ct,Maroondah,,,1.0,800000.0,17/06/2017,PI,Woodards
9713,7 Highton St,Maroondah,1960.0,135.0,1.0,1175000.0,17/06/2017,S,Barry
9714,2/22 Avalon Gr,Maroondah,1997.0,127.0,2.0,755000.0,17/06/2017,SP,Carter
9715,2/65 Evelyn Rd,Maroondah,1996.0,,1.0,602000.0,17/06/2017,S,Philip
9716,15 Ada St,Knox,2003.0,320.0,2.0,1005800.0,17/06/2017,SP,Jellis
9717,4 Richard Ct,Knox,,,2.0,1275000.0,17/06/2017,S,Ray
9718,4/64 Edward St,Bayside,,,1.0,760000.0,17/06/2017,VB,Hodges
9719,5 Ireland St,Frankston,,,2.0,782500.0,17/06/2017,S,Asset
9720,2 Garden Gr,Hobsons Bay,,,2.0,1410000.0,17/06/2017,S,Greg
9721,6 Alexander St,Maribyrnong,,,0.0,900000.0,17/06/2017,SP,Village
9722,5/4 Edward St,Maribyrnong,,,1.0,322500.0,17/06/2017,S,Village
9723,14 James St,Maribyrnong,,120.0,1.0,900000.0,17/06/2017,SP,Sweeney
9724,20 Overall Dr,Frankston,2002.0,152.0,1.0,555698.0,17/06/2017,SP,Ray
9725,1403/38 Bank St,Port Phillip,2001.0,113.0,3.0,1250000.0,17/06/2017,S,Greg
9726,17/39 Dorcas St,Port Phillip,2000.0,53.0,1.0,407500.0,17/06/2017,S,Greg
9727,37/12 Copelen St,Stonnington,,,1.0,1050000.0,17/06/2017,S,Kay
9728,3/43 Cromwell Rd,Stonnington,,,1.0,771000.0,17/06/2017,S,hockingstuart
9729,61/120 Sturt St,Melbourne,1994.0,77.0,1.0,642500.0,17/06/2017,S,Greg
9730,406/152 Sturt St,Melbourne,2012.0,,1.0,422500.0,17/06/2017,PI,Dingle
9731,46A Collins St,Brimbank,2000.0,129.0,1.0,460000.0,17/06/2017,S,Ray
9732,9 Cornhill St,Brimbank,1960.0,116.0,1.0,610000.0,17/06/2017,PI,S&L
9733,1 Harris St,Brimbank,,,2.0,630000.0,17/06/2017,S,Ray
9734,2/52 Walter St,Brimbank,1992.0,95.0,1.0,500000.0,17/06/2017,S,Sweeney
9735,9/60 Carlisle St,Port Phillip,1920.0,84.0,1.0,615000.0,17/06/2017,S,hockingstuart
9736,27 Holloway Cl,Hume,1990.0,120.0,6.0,455000.0,17/06/2017,SP,Raine
9737,3/1 Centre St,Brimbank,2007.0,,2.0,660000.0,17/06/2017,S,Bells
9738,65 Devonshire Rd,Brimbank,1970.0,114.0,2.0,810000.0,17/06/2017,VB,GL
9739,43 Duke St,Brimbank,1965.0,115.0,2.0,805000.0,17/06/2017,S,Douglas
9740,1/11 Glengala Rd,Brimbank,2006.0,,1.0,453000.0,17/06/2017,S,hockingstuart
9741,2/52 Barton St,Boroondara,1960.0,84.0,1.0,807000.0,17/06/2017,S,hockingstuart
9742,4/40 Durham Rd,Boroondara,,,1.0,780000.0,17/06/2017,SP,Noel
9743,22 Contursi Dr,Brimbank,2000.0,114.0,1.0,471000.0,17/06/2017,S,YPA
9744,27 Lucas Tce,Melton,2008.0,431.0,2.0,558000.0,17/06/2017,S,Barry
9745,2 Clifton Ct,Brimbank,1996.0,230.0,2.0,780000.0,17/06/2017,S,Barry
9746,18 Whiteley Pde,Brimbank,,,2.0,715000.0,17/06/2017,S,Barry
9747,19 Browning Dr,Manningham,,585.0,2.0,2000000.0,17/06/2017,S,Barry
9748,124 Swanston St,Manningham,1965.0,150.0,1.0,1240000.0,17/06/2017,S,Barry
9749,1/24 Dundas St,Darebin,2010.0,103.0,1.0,756000.0,17/06/2017,S,Love
9750,55 Rennie St,Darebin,,,1.0,1205500.0,17/06/2017,S,Nelson
9751,371 Station St,Darebin,1950.0,,2.0,1031000.0,17/06/2017,S,McGrath
9752,8 Hill St,Stonnington,,,2.0,2500000.0,17/06/2017,VB,Jellis
9753,12 Fiona Ct,Whitehorse,,,2.0,1041000.0,17/06/2017,SP,Barry
9754,250 Hawthorn Rd,Whitehorse,1975.0,187.0,2.0,1050000.0,17/06/2017,VB,Noel
9755,23 Overland Dr,Whitehorse,,,2.0,1208000.0,17/06/2017,S,Ray
9756,28 Kuranga Rd,Banyule,1960.0,540.0,2.0,940000.0,17/06/2017,SA,Nelson
9757,5 Henry Rd,Knox,,,2.0,2020000.0,17/06/2017,S,LLC
9758,42 Frensham Rd,Banyule,1997.0,,1.0,835000.0,17/06/2017,S,Barry
9759,28 Grace St,Banyule,,,2.0,1010000.0,17/06/2017,S,Buckingham
9760,60 Princes St,Banyule,,,2.0,830000.0,17/06/2017,S,Miles
9761,8 Maribyrnong Ct,Wyndham,,,1.0,442000.0,17/06/2017,S,LJ
9762,43 Stawell St,Wyndham,1970.0,195.0,2.0,830000.0,17/06/2017,SP,YPA
9763,19 Newry St,Stonnington,,,0.0,1400000.0,17/06/2017,VB,Jellis
9764,42 Wilkins St,Maribyrnong,,,3.0,1035000.0,17/06/2017,S,Jas
9765,2 Federation La,Yarra,2004.0,116.0,1.0,855000.0,24/06/2017,S,Nelson
9766,435 Buckley St,Moonee Valley,,,6.0,1210000.0,24/06/2017,S,Nelson
9767,2/19 Hart St,Moonee Valley,2012.0,,2.0,737500.0,24/06/2017,SP,Brad
9768,4 Myrtle Gr,Moonee Valley,1965.0,,2.0,905000.0,24/06/2017,S,Jellis
9769,28 Oakwood Rd,Brimbank,,,2.0,526500.0,24/06/2017,S,Ray
9770,3/78 Kerferd Rd,Port Phillip,1930.0,58.0,0.0,685000.0,24/06/2017,PI,Greg
9771,354 Montague St,Port Phillip,,,1.0,1800000.0,24/06/2017,VB,Greg
9772,1 Shiers St,Darebin,,,2.0,1800000.0,24/06/2017,S,Thomas
9773,10/14 Yarralea St,Yarra,1970.0,40.0,1.0,330000.0,24/06/2017,VB,Nelson
9774,2 Finch St,Hobsons Bay,,,2.0,1020000.0,24/06/2017,SP,Greg
9775,29 Seves St,Hobsons Bay,,,1.0,1280000.0,24/06/2017,S,Barlow
9776,164 Mills St,Hobsons Bay,,,4.0,875000.0,24/06/2017,S,Sweeney
9777,75B Bloomfield Rd,Moonee Valley,1990.0,125.0,1.0,1010000.0,24/06/2017,S,Brad
9778,103b Maribyrnong Rd,Moonee Valley,,,1.0,819000.0,24/06/2017,S,Nelson
9779,18 McCully St,Moonee Valley,1900.0,102.0,0.0,990000.0,24/06/2017,S,Brad
9780,18A Middle St,Moonee Valley,,,2.0,1200000.0,24/06/2017,S,Jellis
9781,68 South St,Moonee Valley,,,2.0,1375000.0,24/06/2017,S,Brad
9782,97 The Crescent,Moonee Valley,,,2.0,1100000.0,24/06/2017,PI,hockingstuart
9783,103 Fakenham Rd,Boroondara,,,2.0,1850000.0,24/06/2017,S,Marshall
9784,4 Moore St,Monash,,,2.0,1425000.0,24/06/2017,S,Buxton
9785,7A Downland Sq,Moonee Valley,2004.0,235.0,2.0,773000.0,24/06/2017,S,Moonee
9786,5a Rosamond St,Port Phillip,,,1.0,1475000.0,24/06/2017,S,Gary
9787,3 Narrak Rd,Boroondara,,35.0,2.0,2180000.0,24/06/2017,PI,Jellis
9788,22 Abbott St,Boroondara,,,1.0,1500000.0,24/06/2017,VB,Fletchers
9789,37 Cascade St,Boroondara,1970.0,168.0,2.0,3200000.0,24/06/2017,VB,Jellis
9790,3/4 Lemon Rd,Boroondara,1970.0,,1.0,682000.0,24/06/2017,S,hockingstuart
9791,7 Huxley Ct,Knox,,197.0,2.0,1030000.0,24/06/2017,S,Philip
9792,65a Greenhill Rd,Maroondah,,,2.0,700000.0,24/06/2017,VB,Noel
9793,6 Paul Gr,Cardinia,1960.0,161.0,2.0,675000.0,24/06/2017,SP,LJ
9794,8 Vickery St,Glen Eira,,,2.0,1900000.0,24/06/2017,VB,Buxton
9795,125 Bignell Rd,Glen Eira,,736.0,3.0,1410000.0,24/06/2017,S,Buxton
9796,1/16 Brady Rd,Glen Eira,,,2.0,817000.0,24/06/2017,S,Buxton
9797,12 Kennedy St,Glen Eira,1960.0,107.0,2.0,1815000.0,24/06/2017,S,hockingstuart
9798,10 Majdal St,Glen Eira,1950.0,129.0,2.0,1225000.0,24/06/2017,SP,Buxton
9799,5 Gretel Pl,Casey,1980.0,153.0,2.0,690000.0,24/06/2017,S,Harcourts
9800,1/10 Duckham St,Whitehorse,1960.0,110.0,1.0,880000.0,24/06/2017,PI,Fletchers
9801,14 Kerr St,Whitehorse,,,1.0,1562000.0,24/06/2017,S,Noel
9802,31 Stanley Gr,Whitehorse,,,2.0,1530000.0,24/06/2017,S,Noel
9803,14 Indra Rd,Whitehorse,1960.0,126.0,2.0,1264000.0,24/06/2017,S,Noel
9804,57 Combarton St,Whitehorse,,,3.0,2150500.0,24/06/2017,PI,McGrath
9805,15 McLennan St,Maribyrnong,,,2.0,810000.0,24/06/2017,VB,GL
9806,15 Myalla St,Maribyrnong,1950.0,74.0,2.0,570000.0,24/06/2017,VB,Sweeney
9807,3 Champion St,Bayside,1991.0,183.0,2.0,2655000.0,24/06/2017,SP,Hodges
9808,10A Hartley St,Bayside,,371.6122,3.0,3275000.0,24/06/2017,SP,Marshall
9809,9 Baird St,Bayside,,,2.0,2720000.0,24/06/2017,S,Marshall
9810,13 Churchill Ct,Bayside,2000.0,300.0,2.0,2525000.0,24/06/2017,S,Buxton
9811,167 Thomas St,Bayside,1940.0,77.0,2.0,1300000.0,24/06/2017,VB,Buxton
9812,240 Barkly St,Moreland,1900.0,156.0,1.0,1275000.0,24/06/2017,PI,Woodards
9813,40 Blair St,Moreland,,,0.0,900000.0,24/06/2017,VB,Nelson
9814,1/15 Cassels Rd,Moreland,,,1.0,520000.0,24/06/2017,SP,Jellis
9815,25 Ford St,Moreland,1890.0,101.0,0.0,1204000.0,24/06/2017,S,Nelson
9816,14 Peveril St,Moreland,,,0.0,730000.0,24/06/2017,S,Nelson
9817,1 Egginton St,Moreland,1950.0,217.0,2.0,1268000.0,24/06/2017,SP,Alexkarbon
9818,27 Halpin St,Moreland,1950.0,112.0,2.0,1445000.0,24/06/2017,S,Collins
9819,74 Arthur St,Whittlesea,,,2.0,796000.0,24/06/2017,S,Barry
9820,5 Cole Ct,Banyule,,,2.0,769000.0,24/06/2017,S,Barry
