sale_no,Address,CouncilArea,Car,Price,Date,Method,SellerG,Suburb,Regionname,Postcode,Propertycount,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize,YearBuilt,BuildingArea
8391,2/25 Acland St,Port Phillip,1,1077000.0,13/05/2017,S,Marshall,St Kilda,Southern Metropolitan,3182.0,13240,-37.8636,144.9749,6.1,t,2,2,1,455.0,1890,98.0
8392,34 Acland St,Port Phillip,1,1301000.0,13/05/2017,S,Wilson,St Kilda,Southern Metropolitan,3182.0,13240,-37.8658,144.9774,6.1,h,2,2,1,165.0,1910,97.0
8393,25 Fawkner St,Port Phillip,2,1440000.0,13/05/2017,S,Marshall,St Kilda,Southern Metropolitan,3182.0,13240,-37.8658,144.9795,6.1,h,2,2,1,194.0,1890,112.0
8396,7/29 Marine Pde,Port Phillip,0,1000000.0,22/04/2017,SP,McGrath,St Kilda,Southern Metropolitan,3182.0,13240,-37.8718,144.9767,6.1,u,3,3,1,0.0,1930,115.0
8398,1/23 Eildon Rd,Port Phillip,1,1190000.0,29/04/2017,S,Gary,St Kilda,Southern Metropolitan,3182.0,13240,-37.8623,144.9772,6.1,u,3,3,1,460.0,1955,140.0
8400,105/60 Wellington St,Port Phillip,1,482000.0,29/04/2017,S,McGrath,St Kilda,Southern Metropolitan,3182.0,13240,-37.857,144.9867,6.1,u,2,2,1,0.0,2004,54.0
8402,18 Strathaird St,Moonee Valley,1,810000.0,6/05/2017,PI,Nelson,Strathmore,Western Metropolitan,3041.0,3284,-37.7199,144.9044,9.7,h,4,4,1,543.0,1960,137.0
8403,8 Jones Ct,Moonee Valley,2,1021000.0,8/04/2017,S,Considine,Strathmore,Western Metropolitan,3041.0,3284,-37.7229,144.9055,9.7,h,3,3,2,371.0,2014,183.0
8405,186 Mascoma St,Moonee Valley,2,910000.0,8/04/2017,SP,Brad,Strathmore,Western Metropolitan,3041.0,3284,-37.7189,144.9044,9.7,h,5,5,2,533.0,1965,204.0
8409,54 Ardoyne St,Brimbank,2,940000.0,6/05/2017,S,Douglas,Sunshine,Western Metropolitan,3020.0,3755,-37.7966,144.8256,12.6,h,3,3,2,572.0,1950,190.0
8410,138 Devonshire Rd,Brimbank,0,726000.0,6/05/2017,S,YPA,Sunshine,Western Metropolitan,3020.0,3755,-37.7866,144.8458,12.6,h,4,4,2,567.0,1950,95.0
8413,2 Colin St,Brimbank,6,990000.0,8/04/2017,S,FN,Sunshine,Western Metropolitan,3020.0,3755,-37.7803,144.8415,12.6,h,4,4,1,654.0,1950,189.0
8417,69 Duke St,Brimbank,0,710000.0,29/04/2017,S,Village,Sunshine,Western Metropolitan,3020.0,3755,-37.7875,144.8456,12.6,h,3,3,1,483.0,1950,93.84
8418,73 Monash St,Brimbank,1,840000.0,29/04/2017,PI,FN,Sunshine,Western Metropolitan,3020.0,3755,-37.7894,144.8383,12.6,h,3,3,1,462.0,1930,108.0
8424,3 Belmore Rd,Brimbank,2,775000.0,29/04/2017,S,Douglas,Sunshine North,Western Metropolitan,3020.0,4217,-37.7662,144.8383,13.3,h,4,4,1,665.0,1980,147.0
8425,90 McIntyre Rd,Brimbank,1,490000.0,29/04/2017,PI,Douglas,Sunshine North,Western Metropolitan,3020.0,4217,-37.7676,144.8307,13.3,h,3,3,1,546.0,1960,145.0
8426,32 Killara St,Brimbank,1,716000.0,6/05/2017,S,Barry,Sunshine West,Western Metropolitan,3020.0,6763,-37.7886,144.821,13.5,h,3,3,1,534.0,1975,120.0
8428,1/10 Fremont Pde,Brimbank,2,515000.0,8/04/2017,SP,Brad,Sunshine West,Western Metropolitan,3020.0,6763,-37.7962,144.8064,13.5,h,4,4,2,332.0,2006,159.0
8429,27 Warmington Rd,Brimbank,1,530000.0,8/04/2017,S,Barry,Sunshine West,Western Metropolitan,3020.0,6763,-37.8017,144.8258,13.5,h,3,3,1,573.0,1970,119.0
8430,91 Hilma St,Brimbank,2,685000.0,13/05/2017,S,Bells,Sunshine West,Western Metropolitan,3020.0,6763,-37.7912,144.7979,13.5,h,4,4,2,572.0,1967,184.0
8432,133 David Dr,Brimbank,2,521000.0,29/04/2017,S,Bells,Sunshine West,Western Metropolitan,3020.0,6763,-37.79,144.7886,13.5,t,3,3,3,134.0,2008,124.45
8433,100 Links St,Brimbank,1,571000.0,29/04/2017,S,GL,Sunshine West,Western Metropolitan,3020.0,6763,-37.7845,144.8088,13.5,h,3,3,1,757.0,1950,100.0
8436,2/35 Boisdale St,Whitehorse,2,825000.0,13/05/2017,S,Fletchers,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.8351,145.10299999999995,11.2,u,2,2,1,180.0,1970,85.0
8437,61 Broughton Rd,Whitehorse,2,1525000.0,13/05/2017,S,Fletchers,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.8323,145.105,11.2,h,3,3,2,347.0,2013,195.0
8438,18 Empress Rd,Boroondara,0,1260000.0,13/05/2017,SP,Jellis,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.8201,145.0887,11.2,h,2,2,1,269.0,1910,124.0
8439,29 Weybridge St,Boroondara,2,2360000.0,13/05/2017,S,Marshall,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.81800000000001,145.0946,11.2,h,4,4,2,764.0,1930,265.0
8440,1/6 Blackburn St,Boroondara,1,1250000.0,20/05/2017,SP,Fletchers,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.823,145.0993,11.2,h,2,2,2,323.0,1980,96.0
8442,6A Thistle St,Boroondara,2,1600000.0,20/05/2017,PI,Marshall,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.8327,145.0976,11.2,h,4,4,1,600.0,1886,186.0
8444,8 Durham Rd,Boroondara,2,2370000.0,29/04/2017,PI,Jellis,Surrey Hills,Southern Metropolitan,3127.0,5457,-37.8263,145.0911,11.2,h,4,4,3,773.0,1900,300.0
8457,145 Shaftesbury Pde,Darebin,2,1195000.0,8/04/2017,S,Love,Thornbury,Northern Metropolitan,3071.0,8870,-37.7593,144.9885,6.5,h,3,3,1,463.0,1930,131.0
8458,4/2 Strettle St,Darebin,1,716000.0,8/04/2017,S,Love,Thornbury,Northern Metropolitan,3071.0,8870,-37.7554,144.982,6.5,u,2,2,1,0.0,1995,87.0
8463,3/1 Smith St,Darebin,1,998000.0,13/05/2017,SP,Jellis,Thornbury,Northern Metropolitan,3071.0,8870,-37.7579,145.0,6.5,t,3,3,2,0.0,2001,166.0
8464,3/31 Clapham St,Darebin,1,600000.0,20/05/2017,S,Love,Thornbury,Northern Metropolitan,3071.0,8870,-37.7549,144.9979,6.5,u,2,2,1,0.0,1960,59.0
8465,35D Clapham St,Darebin,2,1346000.0,20/05/2017,S,Nelson,Thornbury,Northern Metropolitan,3071.0,8870,-37.7544,144.998,6.5,h,3,3,2,349.0,1918,130.0
8467,292 Rathmines St,Darebin,2,1275000.0,20/05/2017,PI,Jellis,Thornbury,Northern Metropolitan,3071.0,8870,-37.7638,145.0182,6.5,h,3,3,1,517.0,1950,115.0
8471,1/44 Hammond St,Darebin,2,880000.0,29/04/2017,SP,McGrath,Thornbury,Northern Metropolitan,3071.0,8870,-37.7639,145.0135,6.5,u,3,3,1,242.0,1995,117.0
8472,58 Leinster Gr,Darebin,2,960000.0,29/04/2017,S,Jellis,Thornbury,Northern Metropolitan,3071.0,8870,-37.7587,144.9881,6.5,t,2,2,2,158.0,2007,133.0
8473,5 Shaftesbury Pde,Darebin,0,1260000.0,29/04/2017,S,Nelson,Thornbury,Northern Metropolitan,3071.0,8870,-37.7606,144.9995,6.5,h,2,2,1,317.0,1910,96.0
8474,68 Wilmoth St,Darebin,1,1100000.0,29/04/2017,SP,McGrath,Thornbury,Northern Metropolitan,3071.0,8870,-37.7629,145.0165,6.5,h,2,3,1,330.0,1930,132.0
8478,9 Rockaway Dr,Banyule,3,1155000.0,22/04/2017,PI,Fletchers,Viewbank,Eastern Metropolitan,3084.0,2698,-37.7308,145.0932,13.8,h,4,4,2,780.0,1950,217.0
8480,5 Regis Ct,Banyule,2,826000.0,6/05/2017,S,Barry,Watsonia,Northern Metropolitan,3087.0,2329,-37.705,145.0825,14.9,h,5,5,1,545.0,1970,132.0
8483,25 Bungay St,Banyule,2,761000.0,22/04/2017,S,LJ,Watsonia,Northern Metropolitan,3087.0,2329,-37.7054,145.0809,14.9,h,4,4,1,696.0,1956,123.0
8485,5 Daours Ct,Banyule,2,932500.0,22/04/2017,S,Miles,Watsonia,Northern Metropolitan,3087.0,2329,-37.7154,145.0777,14.9,h,4,4,2,585.0,1950,180.0
8487,61 Clive St,Maribyrnong,2,1435000.0,6/05/2017,S,Village,West Footscray,Western Metropolitan,3012.0,5058,-37.798,144.8728,8.2,h,4,4,2,523.0,1915,244.0
8488,4/8 Margot St,Maribyrnong,1,470000.0,6/05/2017,SP,Greg,West Footscray,Western Metropolitan,3012.0,5058,-37.8088,144.8715,8.2,h,2,2,1,0.0,1975,77.0
8489,6/350 Somerville Rd,Maribyrnong,1,502000.0,6/05/2017,S,Sweeney,West Footscray,Western Metropolitan,3012.0,5058,-37.8109,144.8684,8.2,h,2,2,1,2701.0,2011,79.0
8490,2/663 Barkly St,Maribyrnong,0,580000.0,8/04/2017,SP,Jas,West Footscray,Western Metropolitan,3012.0,5058,-37.7968,144.8708,8.2,u,3,2,1,183.0,1930,104.0
8494,10 Neil St,Maribyrnong,2,970000.0,8/04/2017,PI,Biggin,West Footscray,Western Metropolitan,3012.0,5058,-37.7969,144.8647,8.2,h,4,4,1,528.0,1940,143.0
8495,15 Rupert St,Maribyrnong,4,1325000.0,8/04/2017,S,hockingstuart,West Footscray,Western Metropolitan,3012.0,5058,-37.7994,144.8763,8.2,h,4,4,2,525.0,1930,188.0
8498,4/38 Hampton Pde,Maribyrnong,1,266000.0,20/05/2017,S,Sweeney,West Footscray,Western Metropolitan,3012.0,5058,-37.8062,144.8665,8.2,u,2,2,1,1059.0,1970,65.0
8500,91 Suffolk St,Maribyrnong,2,888000.0,20/05/2017,PI,Sweeney,West Footscray,Western Metropolitan,3012.0,5058,-37.7903,144.8703,8.2,h,2,2,1,401.0,1945,113.81
8503,1 Dongola Rd,Maribyrnong,2,935000.0,22/04/2017,S,Jas,West Footscray,Western Metropolitan,3012.0,5058,-37.7922,144.8818,8.2,h,3,3,1,325.0,1925,102.0
8506,44 Electra St,Hobsons Bay,2,2165000.0,6/05/2017,SP,Greg,Williamstown,Western Metropolitan,3016.0,6380,-37.861,144.8985,8.0,h,4,4,2,450.0,1910,190.0
8507,8 Jobson St,Hobsons Bay,2,1245000.0,6/05/2017,S,hockingstuart,Williamstown,Western Metropolitan,3016.0,6380,-37.8575,144.8922,8.0,h,3,3,2,292.0,1980,117.0
8508,73a Victoria St,Hobsons Bay,2,2075000.0,6/05/2017,SP,Greg,Williamstown,Western Metropolitan,3016.0,6380,-37.8622,144.8884,8.0,h,4,4,3,324.0,2009,229.0
8509,2/77 Dover Rd,Hobsons Bay,1,543000.0,8/04/2017,S,Williams,Williamstown,Western Metropolitan,3016.0,6380,-37.8536,144.8981,8.0,u,2,2,1,0.0,1974,78.0
8510,8 Princes St,Hobsons Bay,0,1150000.0,8/04/2017,SP,Jas,Williamstown,Western Metropolitan,3016.0,6380,-37.8526,144.895,8.0,h,3,3,1,308.0,1900,120.0
8513,10 Crofton Dr,Hobsons Bay,2,2040000.0,13/05/2017,S,Greg,Williamstown,Western Metropolitan,3016.0,6380,-37.8629,144.8781,8.0,h,5,5,3,531.0,1997,288.0
8515,8/97 Verdon St,Hobsons Bay,1,465000.0,13/05/2017,S,Raine,Williamstown,Western Metropolitan,3016.0,6380,-37.8589,144.8921,8.0,u,2,2,1,0.0,1970,78.0
8517,12/53 Morris St,Hobsons Bay,2,550000.0,22/04/2017,SP,Williams,Williamstown,Western Metropolitan,3016.0,6380,-37.8685,144.9058,8.0,u,2,2,1,0.0,1990,65.0
8519,6 Caspian Tce,Hobsons Bay,2,1200000.0,29/04/2017,SP,Village,Williamstown,Western Metropolitan,3016.0,6380,-37.8566,144.8737,8.0,h,4,4,3,183.0,2006,191.0
8524,8 Gordon Pde,Maribyrnong,2,990000.0,6/05/2017,S,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8227,144.8827,7.0,h,3,3,1,340.0,1940,119.0
8529,54 Tongue St,Maribyrnong,0,2035000.0,8/04/2017,S,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8128,144.8905,7.0,h,4,4,2,607.0,1890,201.0
8530,29 Wilson St,Maribyrnong,0,935000.0,8/04/2017,S,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8194,144.8914,7.0,h,3,3,1,198.0,1970,98.0
8531,260 Francis St,Maribyrnong,2,892000.0,13/05/2017,S,Village,Yarraville,Western Metropolitan,3013.0,6543,-37.8195,144.8766,7.0,h,3,3,1,449.0,1940,106.76
8532,1 Highgate St,Maribyrnong,5,985500.0,13/05/2017,S,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8228,144.8769,7.0,h,4,4,1,445.0,1977,139.0
8533,2/150 Hyde St,Maribyrnong,2,650000.0,13/05/2017,SP,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8161,144.8967,7.0,u,2,2,2,0.0,1985,92.0
8535,10/51 Stephen St,Maribyrnong,1,397000.0,13/05/2017,S,Village,Yarraville,Western Metropolitan,3013.0,6543,-37.8128,144.8953,7.0,u,2,2,1,0.0,1975,68.0
8538,455 Geelong Rd,Maribyrnong,2,650000.0,20/05/2017,PI,Village,Yarraville,Western Metropolitan,3013.0,6543,-37.8122,144.8671,7.0,h,2,2,1,304.0,1960,81.0
8540,292 Hyde St,Maribyrnong,1,750000.0,20/05/2017,PI,McGrath,Yarraville,Western Metropolitan,3013.0,6543,-37.8227,144.8955,7.0,h,3,3,2,390.0,1980,126.0
8542,183 Stephen St,Maribyrnong,0,970000.0,20/05/2017,S,Raine,Yarraville,Western Metropolitan,3013.0,6543,-37.8212,144.8937,7.0,h,3,3,2,354.0,1930,135.0
8543,66 Drew St,Maribyrnong,3,1256000.0,22/04/2017,S,hockingstuart,Yarraville,Western Metropolitan,3013.0,6543,-37.8158,144.8707,7.0,h,2,2,1,531.0,1940,111.0
8544,3/11 Fielding St,Maribyrnong,0,1120000.0,22/04/2017,S,hockingstuart,Yarraville,Western Metropolitan,3013.0,6543,-37.811,144.8889,7.0,t,3,3,2,152.0,2012,170.0
8545,2C Castlemaine St,Maribyrnong,2,1425000.0,29/04/2017,PI,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8149,144.8942,7.0,h,3,3,3,305.0,2007,220.0
8546,40 Kingston St,Maribyrnong,2,872500.0,29/04/2017,SP,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8145,144.8808,7.0,h,3,3,1,189.0,1920,85.0
8547,46 MacKay St,Maribyrnong,1,1455000.0,29/04/2017,S,Village,Yarraville,Western Metropolitan,3013.0,6543,-37.8097,144.8906,7.0,h,4,4,1,328.0,1920,140.0
8548,12/35 Princess St,Maribyrnong,1,331000.0,29/04/2017,S,Jas,Yarraville,Western Metropolitan,3013.0,6543,-37.8105,144.8952,7.0,u,1,1,1,0.0,1970,54.0
8549,10 Salisbury St,Maribyrnong,2,950000.0,29/04/2017,S,Sweeney,Yarraville,Western Metropolitan,3013.0,6543,-37.8233,144.8825,7.0,h,3,3,2,287.0,2002,210.68
8550,132 Vere St,Yarra,0,1000000.0,8/04/2017,SP,Biggin,Abbotsford,Northern Metropolitan,3067.0,4019,-37.8025,144.9939,2.5,h,3,3,1,198.0,1900,98.0
8551,6/205 Gipps St,Yarra,1,870000.0,20/05/2017,S,Biggin,Abbotsford,Northern Metropolitan,3067.0,4019,-37.8055,144.9961,2.5,u,2,2,2,0.0,2013,86.0
8552,24 Cooke St,Yarra,0,1050000.0,29/04/2017,S,Jellis,Abbotsford,Northern Metropolitan,3067.0,4019,-37.8099,145.0027,2.5,h,2,2,1,129.0,1890,128.0
8553,198 Gipps St,Yarra,1,1242000.0,29/04/2017,S,Nelson,Abbotsford,Northern Metropolitan,3067.0,4019,-37.8052,144.9963,2.5,h,2,2,1,249.0,1940,98.0
8554,22 Lulie St,Yarra,0,1165000.0,29/04/2017,S,Jellis,Abbotsford,Northern Metropolitan,3067.0,4019,-37.797,144.9957,2.5,h,3,3,2,92.0,1888,114.0
8556,33 Green St,Moonee Valley,2,720000.0,8/04/2017,S,Brad,Airport West,Western Metropolitan,3042.0,3464,-37.7284,144.8874,13.5,h,3,3,2,305.0,2008,136.0
8558,67 Halsey Rd,Moonee Valley,1,510000.0,29/04/2017,VB,Nelson,Airport West,Western Metropolitan,3042.0,3464,-37.7191,144.8857,13.5,h,3,3,1,488.0,1960,217.0
8559,2/80 Hawker St,Moonee Valley,1,480000.0,29/04/2017,VB,Barry,Airport West,Western Metropolitan,3042.0,3464,-37.7216,144.8837,13.5,u,2,2,1,128.0,2009,92.0
8560,26 Wyalong St,Brimbank,5,800000.0,8/04/2017,S,Bells,Albion,Western Metropolitan,3020.0,2185,-37.7776,144.8167,13.9,h,3,4,2,689.0,1951,128.0
8561,1/141 Anderson Rd,Brimbank,1,420000.0,13/05/2017,S,Bells,Albion,Western Metropolitan,3020.0,2185,-37.7832,144.8275,13.9,u,2,2,1,192.0,1970,88.0
8563,2/36 Selwyn St,Brimbank,2,580000.0,13/05/2017,PI,Douglas,Albion,Western Metropolitan,3020.0,2185,-37.7798,144.8156,13.9,u,3,3,2,250.0,2013,129.0
8563,2/36 Selwyn St,Brimbank,2,580000.0,13/05/2017,PI,Douglas,Albion,Western Metropolitan,3020.0,2185,-37.77976,144.81559,10.5,u,3,3,2,247.0,2013,129.0
8564,1/121 Anderson Rd,Brimbank,1,200000.0,20/05/2017,VB,FN,Albion,Western Metropolitan,3020.0,2185,-37.7849,144.8272,13.9,u,1,1,1,1175.0,1970,35.0
8566,2/62 Selwyn St,Brimbank,1,600000.0,20/05/2017,SA,Douglas,Albion,Western Metropolitan,3020.0,2185,-37.7815,144.8128,13.9,u,3,3,1,181.0,2000,129.0
8568,196 Blyth St,Hobsons Bay,4,1480000.0,13/05/2017,SP,Greg,Altona,Western Metropolitan,3018.0,5301,-37.8712,144.8107,13.8,h,5,5,3,725.0,1980,201.0
8575,23 Solway St,Boroondara,2,2220000.0,13/05/2017,S,Marshall,Ashburton,Southern Metropolitan,3147.0,3052,-37.8726,145.0716,11.0,h,4,4,3,480.0,2016,244.0
8581,27A Yerrin St,Boroondara,1,1680000.0,22/04/2017,S,Fletchers,Balwyn,Southern Metropolitan,3103.0,5682,-37.8101,145.0844,9.7,t,3,3,3,329.0,2005,178.0
8582,6 Millers Rd,Hobsons Bay,2,1005000.0,22/04/2017,S,hockingstuart,Brooklyn,Western Metropolitan,3012.0,962,-37.8241,144.8419,10.9,h,2,2,1,780.0,1950,156.0
8584,2/100 Keppel St,Melbourne,1,960000.0,20/05/2017,VB,Nelson,Carlton,Northern Metropolitan,3053.0,6786,-37.7947,144.9724,1.8,t,2,2,2,0.0,1860,90.0
8585,11/108 Elgin St,Melbourne,1,995000.0,22/04/2017,S,Woodards,Carlton,Northern Metropolitan,3053.0,6786,-37.7973,144.9712,1.8,u,2,2,2,0.0,2000,110.0
8586,20/264 Drummond St,Melbourne,1,490000.0,29/04/2017,S,hockingstuart,Carlton,Northern Metropolitan,3053.0,6786,-37.7998,144.9689,1.8,u,1,1,1,0.0,2009,51.0
8588,39 Durham St,Banyule,2,1750000.0,20/05/2017,VB,Nelson,Eaglemont,Eastern Metropolitan,3084.0,1651,-37.762,145.0645,10.3,h,4,4,2,707.0,1956,217.0
8594,9/39 Horne St,Glen Eira,2,850000.0,8/04/2017,VB,Beller,Elsternwick,Southern Metropolitan,3185.0,4898,-37.8857,145.0011,8.5,t,3,3,2,114.0,1995,145.0
8595,8/37 Victoria St,Glen Eira,1,740000.0,8/04/2017,SP,Gary,Elsternwick,Southern Metropolitan,3185.0,4898,-37.8881,145.0097,8.5,u,2,2,1,0.0,1960,97.0
8598,3/33 St Georges Rd,Glen Eira,1,632500.0,29/04/2017,S,Gary,Elsternwick,Southern Metropolitan,3185.0,4898,-37.8817,145.0032,8.5,u,2,2,1,0.0,1968,76.0
8600,12/10 Docker St,Port Phillip,2,1260000.0,8/04/2017,S,hockingstuart,Elwood,Southern Metropolitan,3184.0,8989,-37.8865,144.9874,7.7,u,2,2,2,626.0,2008,125.0
8603,7/282 Barkly St,Port Phillip,0,360000.0,13/05/2017,S,Biggin,Elwood,Southern Metropolitan,3184.0,8989,-37.8749,144.9799,7.7,u,1,1,1,0.0,1959,39.5
8606,23 Byron St,Port Phillip,1,1520000.0,20/05/2017,S,Chisholm,Elwood,Southern Metropolitan,3184.0,8989,-37.8772,144.9904,7.7,h,3,3,2,362.0,1900,138.0
8608,14/125 Ormond Rd,Port Phillip,2,800000.0,20/05/2017,SP,Buxton,Elwood,Southern Metropolitan,3184.0,8989,-37.8857,144.9884,7.7,u,2,2,2,0.0,2001,92.0
8609,6/53 Tennyson St,Port Phillip,1,500000.0,20/05/2017,SA,Morleys,Elwood,Southern Metropolitan,3184.0,8989,-37.8777,144.9891,7.7,u,2,2,1,0.0,1960,76.0
8610,102/95 Ormond Rd,Port Phillip,1,490000.0,29/04/2017,VB,McGrath,Elwood,Southern Metropolitan,3184.0,8989,-37.8852,144.9877,7.7,u,1,1,1,0.0,2002,53.0
8611,10 Cowper St,Moonee Valley,2,1291000.0,8/04/2017,S,Barry,Essendon North,Western Metropolitan,3041.0,1308,-37.7372,144.9022,9.4,h,4,4,2,521.0,1945,157.0
8614,60 Argyle St,Yarra,1,1100000.0,8/04/2017,VB,Nelson,Fitzroy,Northern Metropolitan,3065.0,5825,-37.7976,144.9778,1.6,t,2,2,2,81.0,1990,136.0
8615,29 Bell St,Yarra,2,1350000.0,8/04/2017,S,Nelson,Fitzroy,Northern Metropolitan,3065.0,5825,-37.799,144.975,1.6,t,2,2,1,6261.0,1999,117.0
8617,28 Greeves St,Yarra,0,1350000.0,13/05/2017,VB,Jellis,Fitzroy,Northern Metropolitan,3065.0,5825,-37.7999,144.9776,1.6,h,2,2,1,131.0,1900,110.0
8623,3 Birk Ct,Moreland,1,680000.0,8/04/2017,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7039,144.8986,13.6,h,3,3,2,277.0,2010,168.0
8625,7 Adelaide Bvd,Moreland,2,990000.0,13/05/2017,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7071,144.8989,13.6,h,4,4,2,702.0,2003,170.0
8626,13 Gowanbrae Dr,Moreland,3,970000.0,29/04/2017,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7088,144.8938,13.6,h,4,4,2,737.0,2010,265.0
8627,81 Johnstone St,Hume,2,485000.0,8/04/2017,SP,Barry,Jacana,Northern Metropolitan,3047.0,851,-37.6822,144.9108,14.5,h,3,3,1,630.0,1970,105.23
8630,7 Zagreb Ct,Brimbank,2,773000.0,29/04/2017,S,Nelson,Keilor Park,Western Metropolitan,3042.0,1119,-37.724,144.8514,14.5,h,3,3,2,650.0,1980,150.0
8632,20 Bradfield La,Melbourne,1,425000.0,8/04/2017,SA,Biggin,Kensington,Northern Metropolitan,3031.0,5263,-37.7886,144.9253,4.2,t,1,1,1,0.0,2000,46.0
8633,217/71 Henry St,Melbourne,1,535000.0,8/04/2017,SP,Pagan,Kensington,Northern Metropolitan,3031.0,5263,-37.7961,144.9261,4.2,u,2,2,2,2592.0,2012,70.0
8634,10/2 Howlett St,Melbourne,1,500000.0,8/04/2017,S,Edward,Kensington,Northern Metropolitan,3031.0,5263,-37.7897,144.9228,4.2,u,2,2,1,0.0,2000,86.0
8635,9/11 Smith St,Melbourne,1,525000.0,13/05/2017,VB,Edward,Kensington,Northern Metropolitan,3031.0,5263,-37.7912,144.9318,4.2,u,2,2,1,0.0,2011,73.0
8635,9/11 Smith St,Melbourne,1,525000.0,13/05/2017,VB,Edward,Kensington,Northern Metropolitan,3031.0,5263,-37.79122,144.93175,3.4,u,2,2,1,0.0,2011,73.0
8637,4/26 Barnett St,Melbourne,1,917500.0,20/05/2017,S,Nelson,Kensington,Northern Metropolitan,3031.0,5263,-37.791,144.9323,4.2,t,3,3,1,98.0,1997,101.0
8642,41 Kensington Rd,Melbourne,1,902500.0,22/04/2017,S,Rendina,Kensington,Northern Metropolitan,3031.0,5263,-37.7954,144.9259,4.2,h,3,3,1,0.0,2003,125.0
8650,158 Neville St,Port Phillip,0,1300000.0,8/04/2017,S,hockingstuart,Middle Park,Southern Metropolitan,3206.0,2019,-37.8527,144.9657,4.1,h,2,2,1,132.0,1900,80.0
8653,23 Nimmo St,Port Phillip,1,2250000.0,29/04/2017,VB,Marshall,Middle Park,Southern Metropolitan,3206.0,2019,-37.8496,144.963,4.1,h,3,3,2,148.0,1890,146.0
8656,3/29 Fiddes St,Kingston,1,742500.0,13/05/2017,S,Buxton,Moorabbin,Southern Metropolitan,3189.0,2555,-37.9369,145.0473,14.6,t,2,2,1,179.0,2001,101.0
8657,239 Chesterville Rd,Kingston,2,860000.0,22/04/2017,SA,Hodges,Moorabbin,Southern Metropolitan,3189.0,2555,-37.9409,145.0602,14.6,h,3,3,1,601.0,1970,104.0
8658,41 Chapman St,Melbourne,1,2161000.0,13/05/2017,S,Nelson,North Melbourne,Northern Metropolitan,3051.0,6821,-37.7987,144.9434,2.3,h,3,3,2,230.0,1900,245.0
8659,5 Murphy St,Melbourne,1,1485000.0,20/05/2017,S,Jellis,North Melbourne,Northern Metropolitan,3051.0,6821,-37.8029,144.9459,2.3,h,3,3,1,198.0,1968,95.0
8660,649 Queensberry St,Melbourne,0,940000.0,29/04/2017,S,JMRE,North Melbourne,Northern Metropolitan,3051.0,6821,-37.9394,145.089,2.3,h,2,2,1,89.0,1890,65.0
8661,8 Lido Ct,Kingston,1,770000.0,8/04/2017,S,C21,Oakleigh South,South-Eastern Metropolitan,3167.0,3692,-37.918,145.085,14.7,h,3,3,1,590.0,1960,132.0
8663,4 Dalgan St,Monash,4,1410000.0,13/05/2017,S,Buxton,Oakleigh South,South-Eastern Metropolitan,3167.0,3692,-37.9316,145.0821,14.7,h,4,4,2,590.0,1950,161.0
8665,2 Kaybrook Ct,Monash,4,1042500.0,22/04/2017,S,Woodards,Oakleigh South,South-Eastern Metropolitan,3167.0,3692,-37.9176,145.0839,14.7,h,3,3,1,658.0,1950,146.0
8672,4/5 Miles St,Melbourne,1,595000.0,8/04/2017,S,RT,Southbank,Southern Metropolitan,3006.0,8400,-37.8288,144.9679,1.2,u,2,2,1,0.0,1998,75.0
8673,51/88 Wells St,Melbourne,1,580000.0,8/04/2017,VB,MICM,Southbank,Southern Metropolitan,3006.0,8400,-37.8273,144.9685,1.2,u,2,2,1,0.0,1995,79.0
8674,9/120 Sturt St,Melbourne,1,580000.0,13/05/2017,SA,William,Southbank,Southern Metropolitan,3006.0,8400,-37.8248,144.9667,1.2,u,2,2,1,0.0,1994,70.0
8676,4/36 Robert St,Hobsons Bay,1,380000.0,8/04/2017,S,Jas,Spotswood,Western Metropolitan,3015.0,1223,-37.8291,144.8848,7.7,u,1,1,1,89.0,1980,37.0
8677,14 Robb St,Hobsons Bay,0,1100000.0,13/05/2017,SP,Greg,Spotswood,Western Metropolitan,3015.0,1223,-37.8312,144.8893,7.7,h,3,3,1,305.0,1900,115.0
8678,1/39 Stephenson St,Hobsons Bay,1,660000.0,22/04/2017,S,RT,Spotswood,Western Metropolitan,3015.0,1223,-37.8297,144.8752,7.7,u,3,3,1,221.0,2003,120.0
