Suburb,Address,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize
Collingwood,382A Smith St,-37.79737,144.98492,2.0,t,2,2.0,1.0,109.0
Craigieburn,2 Ravenwoods Wy,-37.59735,144.91118,20.6,h,3,3.0,2.0,255.0
Croydon,14 Venetian Ct,-37.80244,145.29711,23.0,h,3,3.0,1.0,857.0
Dandenong North,60 First Av,-37.95788,145.21389,24.7,h,3,3.0,1.0,556.0
Deer Park,1 Hovell St,-37.75504,144.77313999999996,14.8,h,3,3.0,1.0,534.0
Dingley Village,32 Fernhill Dr,-37.97215,145.12389,22.2,h,4,4.0,2.0,566.0
Doncaster,4/30 Fromhold Dr,-37.78267,145.14278000000004,12.4,t,3,3.0,2.0,170.0
Doncaster East,5 Ryder Ct,-37.76431,145.17778,14.3,h,5,5.0,3.0,751.0
Doveton,5 Hakea St,-37.99515,145.23244,28.8,h,3,3.0,1.0,585.0
Doveton,8 Peppermint St,-37.99161,145.23278,28.8,h,3,3.0,1.0,586.0
Eltham,2 Andrews St,-37.70349,145.16281,18.0,h,4,4.0,2.0,782.0
Eltham,119 Dalton St,-37.72503,145.15142,18.0,h,3,3.0,2.0,795.0
Eltham,11 Thornton St,-37.72881,145.13703999999996,18.0,h,4,4.0,2.0,1010.0
Elwood,11 Joyce St,-37.88922,144.9896,7.2,h,3,3.0,2.0,380.0
Epping,10 Hastings Ct,-37.64417,145.04043,19.6,h,3,3.0,1.0,555.0
Epping,20 Orlit Ct,-37.64035,145.05624,19.6,h,3,3.0,2.0,614.0
Essendon,3/157 Deakin St,-37.73899,144.89291,7.5,t,3,3.0,1.0,116.0
Essendon,50 Ogilvie St,-37.75009,144.89271000000005,7.5,h,3,3.0,1.0,658.0
Essendon North,25 Prince St,-37.73727,144.8986,8.2,u,3,3.0,2.0,292.0
Fairfield,44 Separation St,-37.77167,145.02015,5.7,h,4,4.0,1.0,368.0
Fairfield,7 Separation St,-37.77252,145.02546,5.7,h,3,3.0,2.0,579.0
Fawkner,15 Dorothy St,-37.69403,144.96674,13.1,h,3,3.0,2.0,588.0
Fawkner,34 Stanford Cl,-37.69592,144.96381,13.1,h,3,3.0,2.0,350.0
Fitzroy North,90 Bennett St,-37.78101,144.98843,3.6,h,3,3.0,2.0,9338.0
Forest Hill,41 Parkmore Rd,-37.84154,145.17606,15.4,h,4,4.0,2.0,587.0
Frankston,5 Miranda Pl,-38.16802,145.14349,38.0,h,4,4.0,2.0,710.0
Frankston South,49 Fleetwood Cr,-38.16185,145.10976000000005,38.0,h,2,2.0,1.0,894.0
Frankston South,13 Leslie St,-38.16363,145.11545,38.0,h,4,4.0,2.0,536.0
Gisborne,7 Wyralla Cr,-37.50733,144.58666000000005,45.9,h,6,6.0,2.0,1301.0
Glen Iris,5 Gatis St,-37.85672,145.09098999999995,7.3,h,3,3.0,2.0,692.0
Glen Iris,1A Rosemary Gr,-37.85289,145.0944,7.3,t,3,3.0,2.0,344.0
Glen Iris,111 Tooronga Rd,-37.86277000000001,145.04012,7.3,h,2,2.0,2.0,241.0
Glen Waverley,31 Chapman Bvd,-37.88809000000001,145.19011,16.7,h,3,3.0,2.0,714.0
Glen Waverley,45 Kennedy St,-37.8763,145.17166,16.7,h,3,3.0,1.0,727.0
Glen Waverley,50 Madigan Dr,-37.8888,145.18692,16.7,h,5,5.0,2.0,718.0
Glenroy,76 Daley St,-37.69708,144.92967,11.2,h,2,2.0,1.0,589.0
Greensborough,34 Crana Gr,-37.68569,145.10902,16.1,h,3,3.0,2.0,587.0
Greensborough,6 Murumba St,-37.6929,145.1272,16.1,h,4,4.0,2.0,734.0
Greenvale,24 Posy St,-37.6248,144.87612,20.4,h,5,5.0,2.0,512.0
Hallam,39 Alexander St,-38.00377,145.26161000000005,32.3,h,3,3.0,1.0,819.0
Hampton,4 Bolton Av,-37.93105,144.99437,13.8,h,3,3.0,2.0,604.0
Hampton,16 Conifer St,-37.94515,145.01886000000005,13.8,h,3,3.0,1.0,627.0
Hampton,41 Grout St,-37.93478,145.01156,13.8,h,4,4.0,2.0,620.0
Hampton,15 May St,-37.93598,145.01152,13.8,h,4,4.0,2.0,412.0
Hampton,102 Willis St,-37.93753,145.0102,13.8,h,3,3.0,1.0,464.0
Hampton East,11 Keiller St,-37.93524,145.03438,13.8,h,3,3.0,2.0,465.0
Hampton East,32 Lonsdale Av,-37.93522,145.02837,13.8,t,2,2.0,1.0,234.0
Hawthorn,357 Auburn Rd,-37.83508,145.0429,5.3,h,4,4.0,3.0,649.0
Hawthorn,25 William St,-37.82031,145.04043,5.3,h,3,3.0,1.0,216.0
Heidelberg West,122 Altona St,-37.74591,145.04449,8.8,h,3,3.0,2.0,605.0
Hillside,110 Allenby Rd,-37.70228,144.74316000000005,18.0,h,4,4.0,2.0,480.0
Hillside,3 Dryburgh Pl,-37.6883,144.74225,18.0,h,3,3.0,2.0,719.0
Hoppers Crossing,13 Doynton Pde,-37.88157,144.69426,18.4,h,3,3.0,1.0,592.0
Hoppers Crossing,9 Matthew Cl,-37.87517,144.67094,18.4,h,4,4.0,2.0,452.0
Hoppers Crossing,17 McCormack Cr,-37.87217,144.68746000000004,18.4,h,4,4.0,2.0,872.0
Jacana,17 Emu Pde,-37.68908,144.9116,14.0,h,3,3.0,1.0,622.0
Keilor,6 Riverside Av,-37.72465,144.8359,14.5,h,3,3.0,2.0,725.0
Keilor East,16 Ash Gr,-37.74975,144.86895,11.7,h,4,4.0,4.0,538.0
Keilor East,11 Wunnamurra Dr,-37.7349,144.86225,11.7,h,3,3.0,1.0,613.0
Kew,14 Atkins St,-37.81027,145.04476,5.4,h,4,4.0,3.0,481.0
Kew,2/17 Marshall Av,-37.80646,145.04651,5.4,h,3,3.0,2.0,460.0
Kew,130 Sackville St,-37.8142,145.05973,5.4,h,5,5.0,4.0,892.0
Kew East,115 Belford Rd,-37.79235,145.04789,7.3,h,3,3.0,1.0,650.0
Kew East,50 Windella Av,-37.7955,145.05046000000004,7.3,h,3,3.0,2.0,741.0
Kew East,5 Woodlands Av,-37.79938,145.05662,7.3,h,2,2.0,1.0,422.0
Kew East,22 Woolcock Av,-37.79546,145.04533,7.3,h,3,3.0,1.0,676.0
Kingsville,70 Chirnside St,-37.80774,144.88251,6.4,h,4,4.0,1.0,276.0
Kingsville,5 Wales St,-37.80592,144.8807,6.4,h,3,3.0,2.0,275.0
Lalor,2 Blackwood St,-37.67601,145.02955,16.3,h,3,3.0,1.0,852.0
Lalor,6 Everest Ct,-37.66422,144.99893,16.3,h,3,3.0,1.0,570.0
Malvern,32 Milton Pde,-37.84684,145.03893,5.9,t,4,4.0,2.0,357.0
Malvern,27 Wheatland Rd,-37.86552,145.03529,5.9,h,4,4.0,2.0,561.0
Meadow Heights,25 Darebin Ct,-37.65877,144.91191,17.4,h,3,3.0,1.0,784.0
Mentone,1/131 Balcombe Rd,-37.98087,145.06024,20.0,t,3,3.0,3.0,248.0
Mentone,11 Broome Av,-37.98023,145.08402,20.0,h,3,3.0,1.0,531.0
Mentone,21 Chicquita Cct,-37.97928,145.0763,20.0,t,3,3.0,2.0,156.0
Mill Park,2/33 Allwyn Cr,-37.65678,145.07811,17.9,u,2,2.0,1.0,265.0
Mill Park,68 Heritage Dr,-37.65296,145.04564,17.9,h,3,3.0,1.0,640.0
Mill Park,20 Mayfield Dr,-37.67363,145.06796,17.9,h,4,4.0,2.0,603.0
Mill Park,36/292 McKimmies Rd,-37.677,145.05658,17.9,t,4,4.0,1.0,199.0
Mill Park,9 Taree Pl,-37.65898,145.08245,17.9,h,4,4.0,2.0,609.0
Mill Park,9 Valadero Ct,-37.67434,145.05993999999995,17.9,h,3,3.0,1.0,588.0
Mitcham,55 Burnett St,-37.81188,145.20051999999995,17.2,h,4,4.0,2.0,981.0
Mitcham,46 Churinga Av,-37.82997,145.20978,17.2,h,3,3.0,2.0,625.0
Mitcham,13 Willow Av,-37.82077,145.20391,17.2,h,3,3.0,1.0,680.0
Mont Albert,1/11 Rowland St,-37.82055,145.11168999999995,10.2,t,3,3.0,2.0,1153.0
Mont Albert,85 Victoria Cr,-37.8137,145.11013,10.2,h,4,4.0,3.0,402.0
Montmorency,21 Sackville St,-37.7264,145.12749,16.2,h,4,4.0,2.0,870.0
Moonee Ponds,48 Vine St,-37.76913,144.93236000000005,6.2,h,4,4.0,1.0,455.0
Moonee Ponds,113 Wilson St,-37.76375,144.93701,6.2,h,3,3.0,1.0,450.0
Moorabbin,2/165 Wickham Rd,-37.94511,145.04426999999995,14.3,u,3,3.0,2.0,301.0
Mordialloc,5 Reys Cl,-38.00394,145.1025,21.5,h,4,4.0,2.0,656.0
Mount Waverley,37 Illuka Cr,-37.8875,145.14467,14.2,h,5,5.0,5.0,757.0
Mount Waverley,15 Lynden Gr,-37.86118,145.11506,14.2,h,4,4.0,1.0,731.0
Mount Waverley,11 Pamela St,-37.88494,145.11951000000005,14.2,h,3,3.0,2.0,730.0
Mount Waverley,37 Pascall St,-37.86127000000001,145.14271000000005,14.2,h,4,4.0,2.0,695.0
Mulgrave,76 Hansworth St,-37.93134000000001,145.17584,18.8,h,3,3.0,1.0,648.0
Mulgrave,12 Orion Ct,-37.9213,145.16366000000005,18.8,h,3,3.0,2.0,753.0
Mulgrave,1 Sneddon Ct,-37.9265,145.19758000000004,18.8,h,4,4.0,2.0,748.0
Narre Warren,12 Emily Dr,-38.00626,145.29079,34.1,h,4,4.0,2.0,846.0
Newport,70 Anderson St,-37.84461,144.87515,6.2,h,3,3.0,2.0,343.0
Newport,8 Brown St,-37.84373,144.88603999999995,6.2,h,4,4.0,1.0,325.0
Niddrie,21 Haldane Rd,-37.73554,144.88517,10.4,h,3,3.0,1.0,654.0
Northcote,8 Aberdeen Gr,-37.77432,144.99111000000005,5.3,h,3,3.0,1.0,227.0
Northcote,92 Beavers Rd,-37.76603,144.99366,5.3,h,2,2.0,1.0,315.0
Northcote,217 Westgarth St,-37.78254,145.01013999999995,5.3,h,2,2.0,1.0,242.0
Oak Park,107 New Rd,-37.71302,144.90338,11.2,h,5,5.0,2.0,838.0
Oak Park,242 Waterloo Rd,-37.7151,144.92103,11.2,h,3,3.0,1.0,327.0
Oakleigh South,19 Luntar Rd,-37.92745,145.08276,15.5,h,3,3.0,1.0,660.0
Parkdale,29 Evan St,-37.98752,145.08358,21.5,h,3,3.0,1.0,802.0
Pascoe Vale,25 Rhodes Pde,-37.71594,144.92986000000005,8.5,h,3,3.0,1.0,712.0
Pascoe Vale,13 Yorkshire St,-37.72523,144.94567,8.5,h,3,3.0,2.0,480.0
Point Cook,18 Creswick Dr,-37.88177,144.74221,14.7,h,4,4.0,2.0,612.0
Point Cook,38 Yuruga Bvd,-37.90584000000001,144.74858,14.7,h,4,4.0,2.0,334.0
Port Melbourne,50 McCormack St,-37.8379,144.94651000000005,3.5,h,2,2.0,1.0,112.0
Port Melbourne,84 Ross St,-37.836,144.93701,3.5,h,3,3.0,2.0,253.0
Prahran,62 Donald St,-37.8469,144.98705,4.6,h,3,3.0,2.0,240.0
Prahran,19 Porter St,-37.85018,144.99006,4.6,u,1,1.0,1.0,284.0
Prahran,73 Pridham St,-37.85169000000001,145.00557,4.6,h,3,3.0,2.0,111.0
Preston,23 Lyonsville Av,-37.73761,145.02119,8.4,h,3,3.0,1.0,696.0
Preston,106 Malpas St,-37.73346,145.01506,8.4,h,3,3.0,1.0,480.0
Princes Hill,112 McIlwraith St,-37.78243,144.96871000000004,3.5,h,2,2.0,1.0,253.0
Reservoir,119 Boldrewood Pde,-37.71491,145.02191000000005,12.0,h,3,3.0,1.0,735.0
Reservoir,75 Botha Av,-37.70056,145.00345,12.0,h,4,4.0,1.0,871.0
Reservoir,9 Delaware St,-37.72089,145.0153,12.0,h,3,3.0,1.0,694.0
Reservoir,7 Loddon Av,-37.7234,145.0266,12.0,h,3,3.0,1.0,768.0
Reservoir,4/27 McMahon Rd,-37.71176,145.02142,12.0,u,2,2.0,1.0,676.0
Reservoir,76 North Rd,-37.72303,145.01883999999995,12.0,h,2,2.0,1.0,665.0
Richmond,37 Spencer Pl,-37.81937,145.00146,2.4,t,3,3.0,2.0,72.0
Richmond,29 Type St,-37.82132,145.00973,2.4,h,2,2.0,1.0,135.0
Ringwood,5 Bigola St,-37.80236,145.23916,19.9,h,3,3.0,1.0,691.0
Ringwood,33 Nelson St,-37.81169000000001,145.22243999999995,19.9,h,4,4.0,1.0,697.0
Ringwood,14 Norfolk Av,-37.82782,145.22506,19.9,h,4,4.0,3.0,540.0
Ringwood East,4 Short St,-37.80954000000001,145.25538,21.3,h,3,3.0,1.0,400.0
Ringwood North,5 Unsworth Rd,-37.8004,145.23256999999995,19.9,h,4,4.0,2.0,1019.0
Rosanna,4 Devlin Ct,-37.73184000000001,145.07061000000004,8.9,h,4,4.0,3.0,687.0
Rosanna,28 Millicent St,-37.74085,145.07055,8.9,h,4,4.0,2.0,1240.0
Roxburgh Park,21 Orion Wy,-37.62388,144.93701,20.6,h,3,3.0,1.0,372.0
Sandringham,7 Duff St,-37.9602,145.02026,15.2,h,4,4.0,3.0,780.0
Sandringham,6 Jennings St,-37.95893,145.0128,15.2,h,4,4.0,2.0,563.0
Scoresby,9 Armin St,-37.88863,145.23435,22.2,h,4,4.0,2.0,758.0
Scoresby,145 George St,-37.88919,145.2165,22.2,h,4,4.0,2.0,724.0
South Melbourne,250 Ferrars St,-37.8343,144.95529,1.9,h,1,1.0,1.0,67.0
South Yarra,16 Margaret St,-37.84517,144.98727,2.7,h,3,3.0,1.0,174.0
Springvale,731 Princes Hwy,-37.93975,145.16326,20.8,h,3,3.0,1.0,585.0
Strathmore,26 Carnarvon Rd,-37.73887,144.91103,8.2,h,3,3.0,1.0,631.0
Sunbury,26 Briarwood Ct,-37.57662,144.74767,31.7,h,3,3.0,1.0,515.0
Sunbury,60 Riddell Rd,-37.57123,144.72333999999995,31.7,h,3,3.0,1.0,573.0
Sunbury,1 Whitty La,-37.58883,144.70202,31.7,h,3,3.0,2.0,350.0
Sunshine,5 Barnett St,-37.78209,144.84581,10.5,h,4,4.0,1.0,502.0
Sunshine North,117 Berkshire Rd,-37.76482,144.83375,10.5,h,4,4.0,2.0,600.0
Sunshine North,6 Melton Av,-37.7674,144.82421000000005,10.5,h,3,3.0,1.0,581.0
Surrey Hills,2/98 Durham Rd,-37.83404,145.0893,10.2,u,3,3.0,2.0,270.0
Surrey Hills,29 Essex Rd,-37.82832,145.09242,10.2,h,4,4.0,3.0,349.0
Surrey Hills,10 Pembroke St,-37.82807,145.10796000000005,10.2,h,5,5.0,2.0,754.0
Templestowe,36 Newmans Rd,-37.75245,145.15283,15.5,h,5,5.0,3.0,807.0
Thomastown,15 Alison St,-37.68366,145.02783,15.3,h,3,3.0,1.0,552.0
Thomastown,89 Cedar St,-37.6806,145.02402,15.3,h,3,3.0,1.0,680.0
Thomastown,4 Charlton Pl,-37.67666,144.99161,15.3,h,3,3.0,2.0,536.0
Thornbury,119A Harold St,-37.75582,144.98951,7.0,h,4,4.0,2.0,348.0
Thornbury,108 Normanby Av,-37.75832,144.99017,7.0,h,3,3.0,1.0,531.0
Toorak,13 Kyeamba Gr,-37.84213,145.02527,4.1,h,3,3.0,1.0,302.0
Vermont,1 Marina St,-37.84158,145.19762,17.2,h,5,5.0,2.0,599.0
Viewbank,2 Country La,-37.7417,145.0958,8.9,h,3,3.0,2.0,663.0
Wallan,14 Danaher Av,-37.40853,144.97749,44.2,h,3,3.0,1.0,502.0
Wantirna,78 Raheen Av,-37.86345,145.22871,14.7,h,3,3.0,2.0,673.0
Wantirna South,12 McLean Ct,-37.87831,145.24575,14.7,h,4,4.0,3.0,717.0
Wantirna South,20 Mingana Rd,-37.85728,145.24839,14.7,h,4,4.0,2.0,729.0
Watsonia,12 Manfred St,-37.71502,145.08844,14.5,h,3,3.0,1.0,571.0
Watsonia North,306 Grimshaw St,-37.7023,145.08357,14.5,h,4,4.0,2.0,966.0
Werribee,81 Parramatta Rd,-37.88537,144.65337,14.7,h,3,3.0,1.0,640.0
Werribee,1/4 Tedesco Ct,-37.90918,144.68325,14.7,h,3,3.0,2.0,251.0
Werribee,94 Wattle Av,-37.90336,144.67918,14.7,h,4,4.0,2.0,650.0
West Footscray,15 Alberta St,-37.79644,144.86388,6.4,h,3,3.0,1.0,417.0
West Footscray,127 Stanhope St,-37.79487,144.86353,6.4,h,4,3.0,3.0,512.0
West Melbourne,199 Hawke St,-37.80947000000001,144.94473,3.1,t,3,3.0,2.0,862.0
Wheelers Hill,65 Cootamundra Dr,-37.91057,145.1719,16.7,h,3,3.0,2.0,651.0
Wheelers Hill,7 Meadowbrook Dr,-37.90667,145.17368000000005,16.7,h,4,4.0,3.0,653.0
Williams Landing,22 Bushlark Cr,-37.85504,144.73516,17.6,h,3,3.0,2.0,265.0
Williamstown North,52a Florence St,-37.85537,144.87578,6.8,h,3,3.0,2.0,297.0
Windsor,5 Gladstone St,-37.85277,144.98485,4.6,h,3,3.0,1.0,188.0
Windsor,73 Lewisham Rd,-37.85327,144.99947,4.6,h,3,3.0,2.0,362.0
Windsor,14 McIlwrick St,-37.85591,144.99356,4.6,h,2,2.0,1.0,258.0
Yarraville,23 Gray St,-37.81899,144.89507,6.3,h,2,2.0,1.0,161.0
Yarraville,9 Hawkhurst St,-37.82067,144.87725,6.3,h,3,3.0,1.0,515.0
Abbotsford,67 Stafford St,-37.80094,144.99569,3.0,h,3,3.0,1.0,196.0
Albanvale,35 Angelique Gr,-37.74965,144.77008999999995,14.0,h,3,3.0,1.0,544.0
Albert Park,123 Richardson St,-37.84663,144.95681000000005,3.0,h,4,4.0,2.0,152.0
Altona North,83 Seventh Av,-37.83879,144.84787,9.4,h,3,3.0,1.0,563.0
Ardeer,721 Ballarat Rd,-37.77245,144.8001,12.8,h,3,3.0,2.0,739.0
Armadale,18A New St,-37.8542,145.01506,6.3,h,2,2.0,1.0,181.0
Armadale,28 New St,-37.85425,145.01545,6.3,h,2,2.0,2.0,269.0
Ashburton,21 Warner Av,-37.86664,145.08597,10.2,h,4,4.0,3.0,391.0
Ashwood,33 Douglas St,-37.86394,145.09702,10.2,h,3,3.0,1.0,787.0
Aspendale,6 Foam St,-38.01695,145.09933999999996,21.5,h,4,4.0,2.0,549.0
Balwyn,15 Grey St,-37.80455,145.06478,7.9,h,4,4.0,2.0,766.0
Balwyn,17 Percy St,-37.81016,145.07341,7.9,h,5,5.0,3.0,671.0
Balwyn,6 Yandilla St,-37.80708,145.09698999999995,7.9,h,6,6.0,3.0,845.0
Balwyn North,137 Doncaster Rd,-37.79351,145.07655,9.7,h,3,3.0,1.0,912.0
Balwyn North,58 Fortuna Av,-37.78662,145.07683,9.7,h,4,4.0,3.0,958.0
Balwyn North,15 Highbury St,-37.79483,145.07296000000005,9.7,h,4,4.0,2.0,746.0
Balwyn North,8 Hillview Rd,-37.78458,145.07912,9.7,h,4,4.0,2.0,654.0
Balwyn North,11 Minerva Av,-37.78787,145.08468,9.7,h,5,5.0,4.0,708.0
Balwyn North,40 Reading Av,-37.80081,145.09319,9.7,h,3,3.0,1.0,923.0
Balwyn North,16 Riverview Rd,-37.79094,145.07899,9.7,h,3,3.0,2.0,632.0
Bentleigh,210 Centre Rd,-37.91741,145.02873,11.4,h,4,4.0,2.0,557.0
Bentleigh East,17 Gowrie St,-37.91524,145.07686,13.8,h,4,4.0,1.0,579.0
Bentleigh East,77A Orange St,-37.91783,145.0816,13.8,t,3,3.0,2.0,335.0
Bentleigh East,1/87 Orange St,-37.91786,145.08243000000004,13.8,u,2,2.0,2.0,212.0
Bentleigh East,41 Shrewsbury St,-37.91291,145.05996000000005,13.8,h,4,4.0,1.0,581.0
Blackburn,2A Kerr St,-37.81156,145.14057,13.4,t,3,3.0,1.0,300.0
Blackburn North,22 Greenglade Ct,-37.80651,145.16457,13.4,h,4,4.0,2.0,543.0
Briar Hill,4/129 Mountain View Rd,-37.70835,145.11795,16.1,t,2,2.0,2.0,189.0
Brighton,6 Harwood St,-37.89293,144.99138,10.5,h,4,4.0,4.0,753.0
Brighton,2A Hillcrest Av,-37.90542,145.00603999999996,10.5,h,4,4.0,3.0,421.0
Brighton,34 Moffat St,-37.92314,144.99777,10.5,h,4,4.0,3.0,560.0
Brighton East,11A Taylor St,-37.90381,145.01822,10.3,h,4,4.0,3.0,221.0
Broadmeadows,48 Electric St,-37.69215,144.91654,14.0,h,3,3.0,1.0,670.0
Broadmeadows,46 Meredith St,-37.6882,144.92541,14.0,h,3,3.0,1.0,697.0
Brunswick,37 Dunstan Ave,-37.7592,144.97321000000005,5.2,h,3,3.0,1.0,277.0
Brunswick East,7/226 Glenlyon Rd,-37.7734,144.97686000000004,4.0,u,1,1.0,1.0,682.0
Bulleen,5 Amberley Ct,-37.78094,145.10131,10.8,h,3,3.0,1.0,757.0
Bulleen,3 England St,-37.76012,145.0854,10.8,h,4,4.0,2.0,602.0
Bundoora,567 Grimshaw St,-37.70042,145.0614,12.1,h,3,3.0,1.0,896.0
Burwood,8 Murray Dr,-37.84625,145.10116000000005,10.4,h,3,3.0,2.0,708.0
Burwood East,61 Newhaven Rd,-37.85985,145.15656,14.7,h,3,4.0,2.0,788.0
Campbellfield,2 Augusta Av,-37.6714,144.95458,16.6,h,4,4.0,2.0,688.0
Canterbury,34 Maysia St,-37.83254,145.07907,8.4,h,5,5.0,2.0,692.0
Carlton North,242 Canning St,-37.79212,144.97409,3.5,h,2,2.0,1.0,158.0
Caroline Springs,24 Highbury Cl,-37.73881,144.73543,14.8,h,3,3.0,2.0,660.0
Caulfield South,37 Saturn St,-37.89718,145.01657,8.7,h,5,5.0,4.0,554.0
Chelsea Heights,3 Third Av,-38.04513,145.1346,27.0,h,3,3.0,1.0,650.0
Cheltenham,2/41 Harpley St,-37.97342,145.07201,17.9,t,2,2.0,2.0,836.0
Cheltenham,6 Shadwell St,-37.96402,145.06658000000004,17.9,h,3,3.0,1.0,584.0
Clarinda,13 Dyer Ct,-37.94452,145.11108000000004,17.5,h,5,5.0,2.0,402.0
Clarinda,6 Rosewall Pl,-37.93765,145.10583,17.5,h,3,3.0,1.0,532.0
Clifton Hill,36 Rutland St,-37.79346,144.99642,3.6,h,2,2.0,1.0,146.0
Coburg,269 Bell St,-37.73999,144.95141,6.7,h,3,3.0,1.0,379.0
Coburg,4 Jamieson St,-37.74671,144.95141999999996,6.7,h,3,3.0,1.0,392.0
Coburg,13 Jessie St,-37.75402,144.95991,6.7,h,5,5.0,3.0,900.0
Coburg,87 Nicholson St,-37.7505,144.97648999999996,6.7,h,4,4.0,2.0,430.0
Craigieburn,5 Brookedge Ct,-37.60859,144.92138,20.6,h,4,4.0,2.0,480.0
Craigieburn,7 Eve Ct,-37.59604,144.94021999999995,20.6,h,3,3.0,1.0,947.0
Craigieburn,13 Eveline St,-37.56857,144.91693999999995,20.6,h,4,4.0,2.0,312.0
Craigieburn,73 Mareeba Wy,-37.58012,144.91998,20.6,h,4,4.0,2.0,484.0
Craigieburn,3 Pembury St,-37.56937,144.90524,20.6,h,3,3.0,2.0,321.0
Craigieburn,27 Vantage Bvd,-37.59372000000001,144.89449,20.6,h,4,4.0,2.0,511.0
Craigieburn,32 Viewside Cr,-37.57565,144.91365,20.6,h,4,4.0,2.0,448.0
Croydon,25 Toorak Av,-37.79325,145.27723999999995,23.0,h,4,4.0,2.0,1880.0
Dallas,29 Kilmore Cr,-37.67345,144.92526,14.0,h,3,3.0,1.0,560.0
Deer Park,4 Blackley Ct,-37.76172,144.77265,14.8,h,3,3.0,1.0,712.0
Dingley Village,12 Campbell Gr,-37.98068,145.12493999999995,22.2,h,3,3.0,2.0,534.0
Dingley Village,11 Evelyn Ct,-37.96853,145.12948,22.2,h,4,4.0,2.0,364.0
Doncaster,93 Church Rd,-37.78911,145.13724,12.4,h,4,4.0,2.0,650.0
Doncaster,70 Wetherby Rd,-37.79309,145.14287,12.4,h,3,3.0,1.0,723.0
Doncaster East,80 Gedye St,-37.79739,145.14671,14.3,h,4,4.0,3.0,654.0
Doncaster East,40 Saxonwood Dr,-37.78081,145.15861,14.3,h,3,3.0,1.0,656.0
Donvale,416 Serpells Tce,-37.77559,145.17933,16.1,h,4,4.0,2.0,375.0
Donvale,2/9 Standring Cl,-37.78298,145.17682,16.1,h,3,3.0,2.0,243.0
Eaglemont,36 Silverdale Rd,-37.76617,145.05332,8.9,h,3,3.0,2.0,780.0
Edithvale,115 Ella Gr,-38.03819,145.12443000000005,27.0,h,3,3.0,1.0,694.0
Elsternwick,8 Prentice St,-37.88319,145.01142,7.2,h,3,3.0,2.0,346.0
Elsternwick,30 Shoobra Rd,-37.88785,145.00795,7.2,h,4,4.0,2.0,390.0
Eltham,5 Thomas St,-37.70659000000001,145.16345,18.0,h,3,3.0,2.0,868.0
Eltham North,3 Michael Ct,-37.68927,145.1491,18.0,h,6,6.0,3.0,966.0
Elwood,4/130 Tennyson St,-37.8797,144.99088999999995,7.2,h,3,3.0,1.0,1730.0
Epping,28 Supply Dr,-37.65701,145.02621000000005,19.6,h,3,3.0,1.0,553.0
Epping,16 Woodfull Wy,-37.64213,145.06141000000005,19.6,h,4,4.0,2.0,647.0
Essendon,83 Nimmo St,-37.74633,144.89643999999996,7.5,h,4,4.0,4.0,543.0
Fairfield,151 Perry St,-37.77044,145.02465,5.7,h,4,4.0,2.0,485.0
Fawkner,68 Queens Pde,-37.71879000000001,144.9651,13.1,h,4,4.0,1.0,687.0
Ferntree Gully,93 Burke Rd,-37.87356,145.27515,24.8,h,3,3.0,1.0,720.0
Ferntree Gully,3 Kirby Ct,-37.88793,145.27561,24.8,h,4,4.0,3.0,793.0
Fitzroy,4/118 Rose St,-37.79617,144.97982,2.1,t,1,1.0,1.0,782.0
Fitzroy,124 Victoria St,-37.79933,144.97932,2.1,h,3,3.0,2.0,205.0
Flemington,80 Dover St,-37.78273,144.92358000000004,3.4,t,3,3.0,2.0,459.0
Footscray,28 Central Av,-37.79583,144.89406,5.1,h,2,2.0,1.0,241.0
Footscray,84 MacPherson St,-37.796,144.88966000000005,5.1,h,3,3.0,2.0,495.0
Frankston,24 Gretana Cr,-38.14406,145.16352,38.0,h,3,3.0,2.0,539.0
Frankston,10 Helvetia Ct,-38.16135,145.13374,38.0,h,3,3.0,2.0,595.0
Glen Iris,6 Bardolph St,-37.85156,145.07958,7.3,h,2,2.0,1.0,151.0
Glen Iris,72 Bath Rd,-37.85574,145.09051000000005,7.3,h,3,3.0,1.0,403.0
Glen Iris,4 Faircroft Av,-37.84782,145.05004,7.3,h,3,3.0,1.0,316.0
Glen Iris,1A York Rd,-37.85678,145.05555,7.3,h,3,3.0,2.0,303.0
Glen Waverley,22 Campbell St,-37.86941,145.17108000000005,16.7,h,3,3.0,1.0,782.0
Glen Waverley,2 Cherry St,-37.8656,145.15034,16.7,h,5,5.0,2.0,651.0
Glen Waverley,16 Cooper Av,-37.89965,145.17135,16.7,h,4,4.0,2.0,768.0
Glen Waverley,31 Paxton Dr,-37.89014,145.18268999999995,16.7,h,3,3.0,2.0,733.0
Glen Waverley,480 Springvale Rd,-37.89769,145.16307,16.7,h,4,4.0,1.0,654.0
Glenroy,8A Finchley Av,-37.70317,144.91396,11.2,h,4,4.0,3.0,708.0
Glenroy,25 Hilda St,-37.69879,144.93354,11.2,h,3,3.0,1.0,308.0
Glenroy,78 Justin Av,-37.69994000000001,144.93489,11.2,h,2,2.0,1.0,712.0
Gowanbrae,85 Marigold Cr,-37.69953,144.89941000000005,12.9,h,4,4.0,2.0,462.0
Hampton,39 Crisp St,-37.94109,145.00648,13.8,h,5,5.0,4.0,627.0
Hawthorn,28 Bell St,-37.81789000000001,145.03948,5.3,h,2,2.0,1.0,200.0
